NewID,OriginalID#,Word,Curse_Quality,Concreteness,Frequency,Valence,Arousal,Dominance,Body_Other,Receptacle_Other,Vehicle_Other,Animate_Not,Dwelling_Not,Profession_Not,Animal_Other,Manufactured_Other,N_Lett,N_Syll,N_Phones,OrthDensity,NClustersPerSyll,NStopsPerSyllable,NClosedSyllPerSyll
167,346,forehead,2.206896552,581,7.84,5.04,3.14,6.5,1,0,0,0,0,0,0,0,8,2,5,1,0,0.5,1
481,1011,wine,2.206896552,578,60.35,5.85,4.24,5.67,0,0,0,0,0,0,0,1,4,1,3,23,0,0,1
476,1003,whiskey,2.206896552,586,16.12,5.55,5.62,4.41,0,0,0,0,0,0,0,1,7,2,5,1,0.5,0.5,0.5
242,520,liquor,2.195402299,578,17.29,4.85,5.85,4.5,0,0,0,0,0,0,0,1,6,2,4,0,0,0.5,0.5
406,862,statue,2.195402299,592,10.59,5.95,2.82,4.95,0,0,0,0,0,0,0,1,6,2,6,5,0.5,1,0
479,1009,willow,2.195402299,568,6.24,5.95,2.78,4.75,0,0,0,0,0,0,0,0,6,2,4,3,0,0,0
243,521,liver,2.183908046,610,14.29,4.19,3.27,4.67,1,0,0,0,0,0,0,0,5,2,4,17,0,0,0.5
102,202,cigarette,2.183908046,580,26.61,3,4,5.05,0,0,0,0,0,0,0,1,9,3,7,1,0,0.67,0.33
277,591,mustard,2.183908046,613,6.45,4.74,3.39,5.69,0,0,0,0,0,0,0,1,7,2,6,1,1,1,0.5
78,153,cane,2.183908046,613,8.33,4.64,3,4.38,0,0,0,0,0,0,0,1,4,1,3,24,0,1,1
414,876,strawberry,2.183908046,570,5.53,7.25,4.05,5.54,0,0,0,0,0,0,0,0,10,3,8,0,0.33,0.67,0
18,47,banner,2.183908046,638,5.92,5.17,3.55,5.17,0,0,0,0,0,0,0,1,6,2,4,7,0,0.5,0.5
335,715,purse,2.183908046,570,19.76,5.95,3.21,5.68,0,1,0,0,0,0,0,1,5,1,3,8,1,1,1
397,839,soil,2.172413793,608,7.78,5.21,2.76,5.18,0,0,0,0,0,0,0,0,4,1,3,9,0,0,1
308,663,phone,2.172413793,584,269.73,6.09,3.43,4.44,0,0,0,0,0,0,0,1,5,1,3,6,0,0,1
222,481,knife,2.172413793,583,46.8,4.33,4.86,5.29,0,0,0,0,0,0,0,1,5,1,3,1,0,0,1
220,475,key,2.172413793,606,86.86,6.22,3.9,6.75,0,0,0,0,0,0,0,1,2,1,3,7,0,1,0
38,86,bishop,2.172413793,639,16.76,4.53,3.77,4.82,0,0,0,1,0,1,0,1,6,2,5,1,0,1,0.5
340,726,rain,2.172413793,592,48.9,6.58,3.29,4.25,0,0,0,0,0,0,0,0,4,1,3,18,0,0,1
426,899,tea,2.172413793,586,58.63,6.56,2.05,6,0,0,0,0,0,0,0,1,3,1,2,16,0,1,0
196,415,hay,2.172413793,611,6.37,5.41,2.43,4.75,0,0,0,0,0,0,0,0,3,1,2,29,0,0,0
211,454,island,2.16091954,587,39.57,7.18,4.25,5.58,0,0,0,0,0,0,0,0,6,2,5,2,0.5,0.5,0.5
141,282,door,2.16091954,613,292.06,5.43,3.19,6.1,0,0,0,0,0,0,0,1,4,1,3,7,0,1,1
239,513,lily,2.16091954,631,26.86,7.05,2.64,5.39,0,0,0,0,0,0,0,0,4,2,4,4,0,0,0
76,151,candle,2.149425287,622,8.02,6.14,3.81,6.08,0,0,0,0,0,0,0,1,6,2,5,3,0,1,1
9,24,arm,2.149425287,624,65.41,5.44,3.44,6.02,1,0,0,0,0,0,0,0,3,1,2,11,1,0,1
230,497,lawyer,2.149425287,577,79.51,3.94,3.95,3.56,0,0,0,1,0,1,0,1,6,2,4,3,0,0,0.5
80,158,car,2.137931034,565,483.06,6.63,4.04,6.41,0,1,1,0,0,0,0,1,3,1,2,31,0,1,1
8,21,apple,2.137931034,578,23.67,6.62,3.52,6.44,0,0,0,0,0,0,0,0,5,2,3,3,0,0.5,0.5
393,834,soap,2.137931034,596,15.2,7.1,2.62,5.32,0,0,0,0,0,0,0,1,4,1,3,9,0,1,1
305,654,pen,2.126436782,577,24.73,5.63,2.75,6.17,0,0,0,0,0,0,0,1,3,1,3,24,0,1,1
129,267,deck,2.126436782,615,23.76,5.68,3.25,5.38,0,0,0,0,0,0,0,1,4,1,3,11,0,2,1
96,191,children,2.114942529,583,175.1,6.36,5.09,5.95,0,0,0,1,0,0,0,0,8,2,8,0,0.5,1,1
443,929,tomato,2.114942529,615,5.9,5.8,2.68,5.46,0,0,0,0,0,0,0,0,6,3,6,0,0,0.67,0
218,467,jewel,2.114942529,587,7.24,6.68,3.83,5.1,0,0,0,0,0,0,0,1,5,2,4,1,0,0.5,0.5
266,573,morgue,2.114942529,616,8.63,1.79,3.48,3.32,0,1,0,0,0,0,0,1,6,1,3,0,1,1,1
282,602,nickel,2.114942529,574,8.45,5.62,4.22,5,0,0,0,0,0,0,0,1,6,2,4,2,0,0.5,0.5
339,725,railroad,2.114942529,636,12.43,5.68,3.95,5.29,0,0,0,0,0,0,0,1,8,2,6,1,0,0.5,1
157,322,ferry,2.114942529,606,5.35,6.3,2.71,5.43,0,1,1,0,0,0,0,1,5,2,4,8,0,0,0
471,993,weapon,2.103448276,590,46.65,3.95,6.27,4.88,0,0,0,0,0,0,0,1,6,2,5,1,0,0.5,0.5
287,613,ocean,2.103448276,642,30.29,7.39,3.5,5.88,0,0,0,0,0,0,0,0,5,2,4,1,0,0,0.5
130,268,deer,2.103448276,565,8.71,6.89,3.95,4.89,0,0,0,1,0,0,1,0,4,1,2,16,0,1,1
438,921,tire,2.103448276,583,12.37,4.55,3.09,5.52,0,1,0,0,0,0,0,1,4,2,3,14,0,0.5,0.5
468,990,warehouse,2.103448276,624,9.98,4.43,3.57,5.06,0,1,0,0,1,0,0,1,9,2,6,1,0,0,1
486,1022,yacht,2.091954023,623,8.22,5.88,3.98,5.56,0,1,1,0,0,0,0,1,5,1,3,1,0,1,1
370,782,scotch,2.091954023,592,14.75,5.89,4.2,5.32,0,0,0,0,0,0,0,1,6,1,4,1,1,2,1
301,644,paper,2.091954023,625,103.35,5.42,3.52,5.64,0,0,0,0,0,0,0,1,5,2,3,6,0,1,0.5
469,991,water,2.08045977,581,225.06,7,3.71,6.12,0,0,0,0,0,0,0,0,5,2,4,12,0,0.5,0.5
259,559,mirror,2.08045977,595,24.18,5.9,4.55,5.5,0,0,0,0,0,0,0,1,6,2,4,1,0,0,0.5
194,405,hardware,2.068965517,584,6.82,6.11,4.41,5.32,0,0,0,0,0,0,0,1,8,2,5,0,0.5,0.5,1
181,370,gin,2.068965517,564,11.27,5.82,4.19,5.91,0,0,0,0,0,0,0,1,3,1,3,19,0,1,1
436,916,tie,2.068965517,593,44.43,5.33,3.1,5.17,0,0,0,0,0,0,0,1,3,1,2,23,0,1,0
379,804,shirt,2.057471264,579,46.37,5.56,2.3,5.67,0,0,0,0,0,0,0,1,5,1,3,6,1,1,1
345,737,rib,2.057471264,579,5.9,6.1,2.29,5,1,0,0,0,0,0,0,0,3,1,3,14,0,1,1
60,119,bridge,2.057471264,637,45.71,5.44,3.48,4.78,0,0,0,0,0,0,0,1,6,1,4,4,1,2,1
54,111,branch,2.057471264,580,10.08,5.15,2.67,4.91,0,0,0,0,0,0,0,0,6,1,6,2,2,2,1
288,615,office,2.057471264,597,203.9,4.54,3.05,5.16,0,0,0,0,1,0,0,1,6,2,4,2,0,0,0.5
326,697,porch,2.057471264,562,9.63,6.4,3.36,6.11,0,0,0,0,0,0,0,1,5,1,4,4,1,2,1
252,540,map,2.045977011,575,31.82,5.81,3.95,5.79,0,0,0,0,0,0,0,1,3,1,3,29,0,1,1
225,487,lake,2.045977011,564,36,7.13,2.64,5.36,0,0,0,0,0,0,0,0,4,1,3,19,0,1,1
377,801,shepherd,2.045977011,605,7.43,5.75,3.05,5.72,0,0,0,1,0,1,0,1,8,2,5,1,0.5,1,0.5
