Word,Taboo,Arousal,Valence,CNC,Nmorph,BodyPart,Religious,BodyActs,Disease,Female,Male,SES,Mental,POS,Noun,Mod,Verb,Freq,Polysemy,Nlett,Nphones,NSyll,SyllComplexity,ClosedSyll,Stops,Fricatives
bicep,1.296296296,4.42,5.95,4.93,2,1,0,0,0,0,1,0,0,Noun,1,0,0,0.31,4,5,5,2,0,0.5,1,0.5
item,1,2.9,5.29,4.41,1,0,0,0,0,0,0,0,0,Noun,1,0,0,12.31,6,4,4,2,0,0.5,0.5,0
nigger,8.510204082,6.81,1.67,3.5,1,0,0,0,0,0,1,0,0,Noun,1,0,0,20.27,1,6,4,2,0,0,0.5,0
cocksucker,7.537037037,6.09,2.91,2.62,2,0,0,0,0,0,1,0,0,Noun,1,0,0,8.14,2,10,7,3,0,0.333333333,1,0.333333333
kike,7.511111111,4.545454545,2.02173913,2.340909091,1,0,0,0,0,0,1,0,0,Noun,1,0,0,0.43,1,4,3,1,0,1,2,0
fag,7.465517241,5.32,2.05,2.93,1,0,0,0,0,0,1,0,0,Noun,1,0,0,5.39,10,3,3,1,0,1,1,1
motherfucker,7.421052632,7.33,1.61,2.31,3,0,0,0,0,0,1,0,0,Noun,1,0,0,51.29,1,12,8,4,0,0,0.25,0.5
cunt,7.333333333,6.1,3.7,4.21,1,1,0,0,0,1,0,0,0,Noun,1,0,0,6.86,4,4,4,1,0,1,2,0
retard,7.074074074,3.83,3.28,3.56,1,0,0,0,1,0,1,0,1,Noun,1,0,0,3.94,10,6,6,2,0,0.5,1,0
spic,6.886792453,4.57,3.37,2.413043478,1,0,0,0,0,0,0,0,0,Adjective,0,1,0,1.16,2,4,4,1,1,1,2,1
fuck,6.851851852,7.14,5.23,3.19,1,0,0,1,0,0,1,0,0,Verb,0,0,1,378.57,4,4,3,1,0,1,1,1
slut,6.727272727,5.96,2.55,3.19,1,0,0,0,0,1,0,0,0,Noun,1,0,0,11.35,2,4,4,1,1,1,1,1
shithead,6.689655172,6,2.37,2.26,2,0,0,0,0,0,1,0,0,Noun,1,0,0,3.35,1,8,6,2,0,1,1,1
homo,6.679245283,3.36,3.11,2.489361702,1,0,0,0,0,0,1,0,0,Noun,1,0,0,3.71,2,4,4,2,0,0,0,0.5
dyke,6.654545455,3.67,3.8,4.24,1,0,0,0,0,1,0,0,0,Noun,1,0,0,2.59,3,4,3,1,0,1,2,0
gook,6.547169811,4.409090909,1.977272727,2.452380952,1,0,0,0,0,0,1,0,0,Noun,1,0,0,1.2,2,4,3,1,0,1,2,0
whore,6.444444444,6.29,2.7,4.15,1,0,0,0,0,1,0,1,0,Noun,1,0,0,21.1,8,5,3,1,0,1,0,1
chink,6.277777778,4.234042553,1.826086957,2.555555556,1,0,0,0,0,0,1,0,0,Noun,1,0,0,1.43,6,5,4,1,0,1,1,1
pussy,6.222222222,6.3,4.48,4.46,1,1,0,0,0,1,0,0,0,Noun,1,0,0,25.67,6,5,4,2,0,0,0.5,0.5
queer,6.148148148,3.95,4.74,2.04,1,0,0,0,0,0,0,0,0,Adjective,0,1,0,5.8,15,5,4,1,1,1,1,0
nazi,6.111111111,4.875,1.695652174,2.979166667,1,0,0,0,0,0,1,0,0,Adjective,0,1,0,6.86,4,4,5,2,0,0.5,0.5,0.5
bitch,6.111111111,5.95,2.55,3.72,1,0,0,0,0,1,0,0,0,Noun,1,0,0,168.8,12,5,3,1,0,1,1,1
twat,6,5.39,4.32,3.29,1,1,0,0,0,1,0,0,0,Noun,1,0,0,1.31,4,4,4,1,1,1,2,0
midget,5.740740741,4,4.58,4.4,1,0,0,0,1,0,1,0,0,Noun,1,0,0,4.61,2,6,5,2,0,0.5,0.5,0.5
dildo,5.736842105,5.09,4.57,4.7,1,0,0,0,0,1,0,0,0,Noun,1,0,0,1.33,1,5,5,2,0,0.5,1,0
cock,5.666666667,5.74,5.05,4.79,1,1,0,0,0,0,1,0,0,Noun,1,0,0,11.37,16,4,3,1,0,1,2,0
hooker,5.481481481,4.91,3.42,4.5,2,0,0,0,0,1,0,1,0,Noun,1,0,0,11.73,10,6,4,2,0,0,0.5,0.5
blowjob,5.444444444,6.5,6.16,4.33,2,0,0,1,0,0,0,0,0,Noun,1,0,0,1.61,2,7,6,2,0.5,0.5,1,0.5
dick,5.407407407,5.6,3.06,4.35,1,1,0,0,0,0,1,0,0,Noun,1,0,0,53,6,4,3,1,0,1,2,0
asshole,5.407407407,6.38,2.11,4.08,2,1,0,0,0,0,1,0,0,Noun,1,0,0,61.61,4,7,2,2,0,1,0,0.5
tits,5.320754717,4.854166667,5.042553191,4.1875,2,1,0,0,0,1,0,0,0,Noun,1,0,0,12.29,3,4,4,1,0,1,2,1
snatch,5.296296296,4.77,4.64,3.86,1,0,0,0,0,1,0,0,0,Verb,0,0,1,3.9,16,6,4,1,1,1,0,2
goddamn,5.210526316,5.81,3.81,1.43,1,0,1,0,0,0,0,0,0,Adjective,0,1,0,114.02,3,7,5,2,0,0.5,1,0
cum,5.185185185,5.333333333,4.75,4.31,1,1,0,0,0,0,1,0,0,Verb,0,0,1,2.04,2,3,3,1,0,1,1,0
fat,5.074074074,3.89,2.74,4.52,1,1,0,0,0,0,0,0,0,Adjective,0,1,0,79.43,27,3,3,1,0,1,1,1
shit,5.074074074,5.67,3.91,4.33,1,1,0,1,0,0,0,0,1,Noun,1,0,0,474.65,24,4,3,1,0,1,1,1
bullshit,4.905660377,7,2.33,2.96,2,0,0,0,0,0,0,0,0,Noun,1,0,0,69.35,2,8,6,2,0,1,1,0.5
prick,4.888888889,4.26,2.81,3.91,1,0,0,0,0,0,1,0,0,Noun,1,0,0,14.12,22,5,4,1,1,1,2,0
cripple,4.888888889,4.05,2.47,3.78,1,0,0,0,1,0,0,0,0,Noun,1,0,0,3.8,3,7,6,2,0.5,0.5,1,0
clit,4.851851852,5.625,5.333333333,4.382978723,1,1,0,0,0,1,0,0,0,Adjective,0,1,0,0.65,2,4,4,1,1,1,2,0
freak,4.777777778,6.3,3.73,2.93,1,0,0,0,0,0,0,0,0,Noun,1,0,0,36.75,3,5,4,1,1,1,1,1
pecker,4.62962963,4.5,4.81,4.23,2,1,0,0,0,0,1,0,0,Noun,1,0,0,1.8,6,6,4,2,0,0,1,0
cunnilingus,4.6,5.533333333,5.282608696,3.7,1,0,0,1,0,1,0,0,0,Noun,1,0,0,0.22,2,11,10,4,0,0.5,0.5,0.25
junkie,4.555555556,4.62,2.5,3.85,2,0,0,0,1,0,1,1,0,Noun,1,0,0,5.2,2,6,5,2,0,0.5,0.5,0.5
sodomize,4.518518519,4.9375,2.127659574,3.19,2,0,1,1,0,0,1,0,0,Verb,0,0,1,0.08,4,8,7,3,0,0.333333333,0.333333333,0.666666667
jism,4.5,4.195652174,3.333333333,3.608695652,1,1,0,0,0,0,1,0,0,Noun,1,0,0,0.1,2,4,4,2,0,1,0,1
piss,4.481481481,4.74,2.73,4.73,1,1,0,1,0,0,1,0,0,Verb,0,0,1,23.59,6,4,3,1,0,1,1,1
terrorist,4.407407407,6.09,2.35,3.64,2,0,0,0,0,0,1,0,0,Adjective,0,1,0,12.1,1,9,7,3,0,0.666666667,0.666666667,0.333333333
ejaculate,4.37037037,6.15,6,4.31,1,1,0,1,0,0,1,0,0,Verb,0,0,1,0.47,3,9,9,4,0.25,0.25,0.5,0.25
dong,4.37037037,4.125,4.021276596,3.808510638,1,1,0,0,0,0,1,0,0,Noun,1,0,0,3.45,2,4,3,1,0,1,1,0
redneck,4.37037037,4.5,4.4,3.77,2,0,0,0,0,0,1,1,0,Noun,1,0,0,1.76,1,7,6,2,0,1,1,0
psycho,4.37037037,6,3.2,3.41,1,0,0,0,0,0,1,0,1,Noun,1,0,0,11.02,2,6,4,2,0,0,0.5,0.5
bastard,4.37037037,5.1,3.31,3.14,1,0,0,0,0,0,1,0,0,Noun,1,0,0,65.65,8,7,6,2,0.5,0.5,1.5,0.5
ass,4.333333333,5.43,5.45,4.67,1,1,0,0,0,0,0,0,0,Noun,1,0,0,226.37,8,3,2,1,0,1,0,1
loony,4.333333333,4.04,4.48,2.15,2,0,0,0,0,0,0,0,1,Adjective,0,1,0,2.41,2,5,4,2,0,0,0,0
masturbate,4.310344828,6.42,5.65,4.18,1,0,0,1,0,0,1,0,0,Verb,0,0,1,1.22,2,10,8,3,0,0.666666667,1,0.333333333
ugly,4.259259259,4.43,2.47,3.23,1,0,0,0,0,0,0,0,0,Adjective,0,1,0,42.16,12,4,4,2,0.5,0,0.5,0
boner,4.148148148,5.15,5.33,4.34,2,1,0,0,0,0,1,0,0,Noun,1,0,0,2.33,2,5,4,2,0,0,0.5,0
gay,4.148148148,4.05,6.11,2.52,1,0,0,0,0,0,1,0,0,Adjective,0,1,0,59.08,14,3,2,1,0,0,1,0
dwarf,4.111111111,3.43,4.71,4.45,1,0,0,0,1,0,0,0,0,Noun,1,0,0,3.08,5,5,5,1,1,1,1,1
moron,4.070175439,4.5,4.3,2.8,1,0,0,0,0,0,1,0,1,Noun,1,0,0,14.78,4,5,5,2,0,1,0,0
bumpkin,4.038461538,3.133333333,3.386363636,3.42,1,0,0,0,0,0,1,1,0,Noun,1,0,0,0.37,1,7,6,2,0,1,1,0
fellatio,4,5.239130435,5.434782609,3.695652174,1,0,0,1,0,0,0,0,0,Noun,1,0,0,0.63,2,8,7,4,0,0,0,0.5
vagina,4,5.83,6,4.82,1,1,0,0,0,1,0,0,0,Noun,1,0,0,5.06,2,6,6,3,0,0,0,0.666666667
idiot,4,4.85,3.03,3.32,1,0,0,0,0,0,1,0,1,Noun,1,0,0,66.22,2,5,5,3,0,0.333333333,0.666666667,0
demented,3.962962963,4.86,3.11,1.69,2,0,0,0,1,0,1,0,1,Adjective,0,1,0,1.78,1,8,8,3,0,0.666666667,1,0
knockers,3.925925926,4.145833333,4.625,3.914893617,2,1,0,0,0,1,0,0,0,Noun,1,0,0,0.76,2,8,5,2,0,0.5,0.5,0.5
horny,3.925925926,6.28,6.84,2.87,2,0,0,0,0,0,1,0,1,Adjective,0,1,0,8.39,6,5,5,2,0,0.5,0,0.5
loser,3.925925926,3.94,2.85,2.35,2,0,0,0,0,0,0,0,0,Noun,1,0,0,27.08,6,5,4,2,0,0,0,0.5
deadbeat,3.888888889,4.32,2.81,2.46,2,0,0,0,0,0,1,1,0,Noun,1,0,0,1.73,1,8,6,2,0,1,2,0
massacre,3.814814815,6.68,1.77,4,1,0,0,1,0,0,0,0,0,Noun,1,0,0,3.96,4,8,6,3,0,0,0.333333333,0.333333333
crazy,3.814814815,5.9,5.14,2.37,2,0,0,0,0,0,0,0,1,Adjective,0,1,0,272.27,6,5,5,2,0.5,0,0.5,0.5
turd,3.777777778,4.59,2.5,4,1,1,0,0,0,0,0,0,0,Noun,1,0,0,2.76,2,4,3,1,0,1,2,0
slave,3.767857143,4.53,2.06,4.38,1,0,1,0,0,0,1,1,0,Noun,1,0,0,18.43,4,5,4,1,1,1,0,2
homosexuality,3.740740741,4.05,5.11,3.03,3,0,0,0,0,0,1,0,0,Noun,1,0,0,0.96,1,13,15,7,0,0.142857143,0.285714286,0.428571429
boobs,3.736842105,4.604166667,5.625,4.1875,2,1,0,0,0,1,0,0,0,Noun,1,0,0,7.33,1,5,4,1,0,1,2,1
stupid,3.735849057,4.34,2.84,1.75,1,0,0,0,0,0,0,0,1,Adjective,0,1,0,184.41,4,6,6,2,0.5,0.5,1.5,0.5
herpes,3.666666667,5.58,1.57,3.88,1,0,0,0,1,0,0,0,0,Noun,1,0,0,1.29,2,6,5,2,0,0.5,0.5,1
abortion,3.666666667,5.43,2.58,3.41,2,0,0,1,0,1,0,0,0,Noun,1,0,0,7.24,2,8,7,3,0,0.666666667,0.333333333,0.333333333
mental,3.666666667,3.68,4.58,2.04,1,0,0,0,0,0,0,0,1,Adjective,0,1,0,19.65,10,6,6,2,0,1,0.5,0
semen,3.592592593,5,3.85,4.79,1,1,0,0,0,0,1,0,0,Noun,1,0,0,3.94,2,5,5,2,0,0.5,0,0.5
balls,3.571428571,3.583333333,4.3125,4.021276596,2,0,0,0,0,0,1,0,0,Noun,1,0,0,40.16,3,5,4,1,0,1,1,1
polygamy,3.555555556,3.229166667,3.229166667,2.83,2,0,1,0,0,0,1,0,0,Noun,1,0,0,0.37,1,8,8,4,0,0,0.5,0
obese,3.518518519,3.95,2.32,3.7,1,0,0,0,1,0,0,0,0,Adjective,0,1,0,0.49,1,5,4,2,0,0.5,0.5,0.5
testicles,3.517857143,3.875,4.0625,4.354166667,2,1,0,0,0,0,1,0,0,Noun,1,0,0,2.45,1,9,9,3,0.333333333,0.333333333,1,0.666666667
penis,3.481481481,5.9,5.3,5,1,1,0,0,0,0,1,0,0,Noun,1,0,0,13.41,3,5,5,2,0,0.5,0.5,0.5
liar,3.481481481,6.6,2.41,3.43,1,0,0,0,0,0,0,0,0,Noun,1,0,0,35.14,1,4,4,2,0,0.5,0,0
dumb,3.481481481,5.3,2.44,2.36,1,0,0,0,0,0,0,0,0,Adjective,0,1,0,46.96,12,4,3,1,0,1,1,0
nipples,3.454545455,4.375,5.3125,4.375,2,1,0,0,0,1,0,0,0,Noun,1,0,0,4.55,1,7,6,2,0,0.5,0.5,0.5
castrate,3.425925926,5.3,2.19,3.82,1,0,0,1,0,0,1,0,0,Verb,0,0,1,0.61,5,8,7,2,0.5,1,1.5,0.5
hell,3.421052632,6.26,2.55,2.41,1,0,1,0,0,0,0,0,0,Noun,1,0,0,470.82,6,4,3,1,0,1,0,1
suck,3.413793103,5.6,3.71,3.46,1,0,0,1,0,0,0,0,0,Verb,0,0,1,34.88,8,4,3,1,0,1,1,1
booty,3.407407407,5.43,5.63,4.36,1,1,0,0,0,1,0,0,0,Noun,1,0,0,6.14,2,5,4,2,0,0,1,0
diseased,3.407407407,5.48,2.24,3.36,2,0,0,0,1,0,0,0,0,Adjective,0,1,0,1.14,1,8,6,2,0,0.5,1,1
labia,3.384615385,4.531914894,4.723404255,4.82,1,1,0,0,0,1,0,0,0,Noun,1,0,0,0.27,1,5,6,3,0,0,0.333333333,0
scrotum,3.37037037,4.62,4.8,4.87,1,1,0,0,0,0,1,0,0,Noun,1,0,0,0.57,2,7,7,2,0.5,0.5,1,0.5
snowflake,3.37037037,3.55,7.19,4.76,1,0,0,0,0,0,0,0,0,Noun,1,0,0,1.18,2,9,7,2,1,0.5,0.5,1
autistic,3.37037037,4.24,3.62,2.89,2,0,0,0,1,0,1,0,0,Adjective,0,1,0,1.14,1,8,7,3,0.333333333,0.333333333,1,0.333333333
cheater,3.37037037,5.95,2.95,2.1,2,0,0,0,0,0,1,0,0,Noun,1,0,0,2.14,1,7,4,2,0,0.5,0.5,0.5
orgasm,3.355932203,7.19,8.01,3.97,1,0,0,1,0,0,0,0,0,Noun,1,0,0,4.18,1,6,7,3,0,0.666666667,0.333333333,0.333333333
fart,3.350877193,4.74,4.05,4.18,1,1,0,1,0,0,0,0,0,Noun,1,0,0,6.43,2,4,4,1,0,1,1,1
anus,3.333333333,4.39,2.9,4.86,1,1,0,0,0,0,1,0,0,Noun,1,0,0,1.1,2,4,4,2,0,0.5,0,0.5
bipolar,3.333333333,5,3.26,2.64,3,0,0,0,1,0,0,0,0,Adjective,0,1,0,0.82,3,7,6,3,0,0,0.666666667,0
erection,3.296296296,7.37,7.38,4.22,2,1,0,0,0,0,1,0,0,Noun,1,0,0,2.18,3,8,7,3,0,0.666666667,0.333333333,0.333333333
defecate,3.296296296,3.3125,2.553191489,4.21,1,0,0,1,0,0,0,0,0,Verb,0,0,1,0.29,2,8,7,3,0,0.333333333,1,0.333333333
convict,3.296296296,4.95,2.28,4.11,1,0,0,0,0,0,1,0,0,Verb,0,0,1,6.35,3,7,7,2,0,1,1.5,0.5
disturbed,3.296296296,4.208333333,2.425531915,1.89,2,0,0,0,0,0,0,0,1,Verb,0,0,1,9.86,4,9,7,2,0.5,0.5,2,0.5
vibrator,3.283333333,5.95,5.73,4.64,2,0,0,0,0,1,0,0,0,Noun,1,0,0,1.18,2,8,7,3,0.333333333,0,0.666666667,0.333333333
traitor,3.259259259,4.27,2.39,3.69,1,0,0,0,0,0,1,0,0,Noun,1,0,0,10.59,2,7,5,2,0.5,0,1,0
AIDS,3.259259259,3.75,3.52,3.44,1,0,0,0,1,0,1,0,0,Noun,1,0,0,1.06,1,4,3,1,0,1,1,1
insane,3.259259259,5.14,2.55,1.77,1,0,0,0,0,0,0,0,1,Adjective,0,1,0,38.69,4,6,5,2,0,1,0,0.5
hump,3.222222222,5.16,4.75,4.36,1,0,0,1,0,0,0,0,0,Noun,1,0,0,4.41,6,4,4,1,0,1,1,1
damn,3.2,5.1,4.32,2,1,0,1,0,0,0,0,0,0,Adjective,0,1,0,283.53,11,4,3,1,0,1,1,0
deformed,3.185185185,4.27,2.26,3.64,2,0,0,0,1,0,0,0,0,Adjective,0,1,0,1.29,1,8,4,3,0,0.333333333,0.333333333,0.333333333
addict,3.185185185,5.33,2.86,3.14,1,0,0,0,1,0,1,0,0,Noun,1,0,0,5.35,3,6,5,2,0,0.5,1.5,0
lazy,3.185185185,3.05,3.05,2.67,1,0,0,0,0,0,0,1,0,Adjective,0,1,0,11.59,2,4,4,2,0,0,0,0.5
vulva,3.148148148,4.446808511,4.543478261,4.5,1,1,0,0,0,1,0,0,0,Noun,1,0,0,0.12,1,5,5,2,0,0.5,0,1
crap,3.148148148,4.62,3.44,3.67,1,1,0,1,0,0,0,0,0,Noun,1,0,0,61.78,6,4,4,1,1,1,2,0
suicide,3.148148148,6.21,1.58,3.59,1,0,0,1,0,0,0,0,0,Noun,1,0,0,34.25,4,7,6,3,0,0.333333333,0.333333333,0.666666667
homeless,3.148148148,4.38,2.21,3.04,2,0,0,0,0,0,1,1,0,Adjective,0,1,0,10.65,4,8,6,2,0,1,0,1
coitus,3.111111111,4.477272727,5.355555556,4.08,1,0,0,1,0,0,0,0,0,Noun,1,0,0,0.24,2,6,6,3,0,0.333333333,0.666666667,0.333333333
vagrant,3.111111111,3.82,2.63,3.46,1,0,0,0,0,0,1,1,0,Noun,1,0,0,0.63,2,7,7,2,0.5,0.5,1,0.5
lame,3.111111111,2.74,3.2,2.52,1,0,0,0,0,0,0,0,0,Adjective,0,1,0,10.92,10,4,3,1,0,1,0,0
shaft,3.074074074,4.65,4.86,4.71,1,0,0,0,0,0,1,0,0,Noun,1,0,0,7.71,28,5,4,1,0,1,1,2
criminal,3.074074074,4.49,2.11,3.48,1,0,0,0,0,0,1,0,0,Adjective,0,1,0,34.47,4,8,8,3,0.333333333,0.333333333,0.333333333,0
murderer,3.053571429,6.83,1.92,3.83,2,0,0,0,0,0,1,0,0,Noun,1,0,0,26.57,1,8,5,3,0,0,0.333333333,0
felon,3.037037037,4.95,2.2,3.83,1,0,0,0,0,0,1,0,0,Noun,1,0,0,2.51,2,5,5,2,0,0.5,0,0.5
brat,3.017857143,4.67,2.67,3.62,1,0,0,0,0,0,0,0,0,Noun,1,0,0,6.22,2,4,4,1,1,1,2,0
handicapped,3,3.95,3.04,3.66,3,0,0,0,1,0,0,0,0,Adjective,0,1,0,2.67,2,11,9,3,0,0.666666667,1.333333333,0.333333333
fornicate,3,5.43,4.67,3.46,1,0,1,1,0,0,0,0,0,Verb,0,0,1,0.49,2,9,8,3,0,0.666666667,0.666666667,0.333333333
damned,3,3.541666667,2.75,1.8,2,0,1,0,0,0,0,0,0,Verb,0,0,1,17.61,4,6,3,1,0,1,1,0
jerk,2.964912281,6.45,2.43,3.26,1,0,0,0,0,0,1,0,0,Noun,1,0,0,33.14,11,4,3,1,0,1,1,1
screw,2.962962963,5.4,5.24,4.81,1,0,0,1,0,0,1,0,0,Verb,0,0,1,37.49,20,5,4,1,1,0,1,1
toxic,2.962962963,5.29,2.35,3.13,1,0,0,0,0,0,0,0,0,Adjective,0,1,0,4.9,2,5,6,2,0,1,1.5,0.5
corrupt,2.962962963,5.98,3,2.03,1,0,0,0,0,0,1,1,0,Adjective,0,1,0,5.31,16,7,6,2,0,0.5,1.5,0
jugs,2.945454545,3.666666667,4.583333333,3.854166667,2,0,0,0,0,1,0,0,0,Noun,1,0,0,1.2,2,4,4,1,0,1,1,2
dork,2.931034483,2.88,4.35,3.1,1,0,0,0,0,0,1,0,1,Noun,1,0,0,4.18,1,4,4,1,0,1,2,0
nerd,2.925925926,4.46,5.18,3.23,1,0,0,0,0,0,1,0,0,Noun,1,0,0,3.29,2,4,3,1,0,1,1,0
fraud,2.925925926,5.18,2.05,1.68,1,0,0,0,0,0,0,1,0,Noun,1,0,0,10.04,6,5,4,1,1,1,1,1
thief,2.888888889,6.05,2.32,4.37,1,0,0,0,0,0,1,0,0,Noun,1,0,0,24.27,1,5,3,1,0,1,0,2
atheist,2.888888889,4.76,4.64,2.93,1,0,1,0,0,0,1,0,0,Noun,1,0,0,1.08,2,7,6,3,0,0.333333333,0.333333333,0.666666667
prejudice,2.888888889,5.35,2.71,2.22,1,0,0,0,0,0,0,1,0,Noun,1,0,0,3.2,3,9,8,3,0.333333333,0.333333333,0.666666667,0.666666667
lesbian,2.859649123,6.04,5.76,4.21,1,0,0,0,0,1,0,0,0,Noun,1,0,0,9.51,3,7,7,3,0,0.666666667,0.333333333,0.333333333
excrement,2.851851852,4.64,2,4.43,1,1,0,0,0,0,0,0,0,Noun,1,0,0,1.22,2,9,10,3,0.333333333,0.666666667,1,0.333333333
loner,2.851851852,3.94,3.5,3.36,2,0,0,0,0,0,1,0,0,Noun,1,0,0,3.1,1,5,4,2,0,0,0,0
weird,2.851851852,4.29,5.09,1.59,1,0,0,0,0,0,0,0,1,Adjective,0,1,0,101.1,3,5,4,1,0,1,1,0
heroin,2.842105263,4.62,2.74,4.57,1,0,0,0,0,0,0,1,0,Noun,1,0,0,9.82,1,6,7,3,0,0.666666667,0,0.333333333
immigrant,2.814814815,5.05,5.43,3.72,2,0,0,0,0,0,0,0,0,Noun,1,0,0,1.55,1,9,8,3,0.333333333,0.333333333,0.666666667,0
erotic,2.785714286,7.27,5.83,2.26,1,0,0,0,0,0,0,0,0,Adjective,0,1,0,3.92,2,6,6,3,0,0.333333333,0.666666667,0
disabled,2.777777778,3.71,2.7,3.21,3,0,0,0,1,0,0,0,1,Adjective,0,1,0,3.47,2,8,8,3,0,0.666666667,1,0.333333333
liberal,2.777777778,2.70212766,5.021276596,1.67,1,0,0,0,0,0,0,1,0,Adjective,0,1,0,3.98,7,7,6,3,0,0.666666667,0.333333333,0
ignorant,2.769230769,4.18,3.24,1.62,1,0,0,0,0,0,0,0,1,Adjective,0,1,0,6.25,3,8,7,3,0,1,0.666666667,0
torture,2.767857143,5.09,1.4,3.59,1,0,0,1,0,0,0,0,0,Noun,1,0,0,15.92,7,7,5,2,0,0.5,0.5,0.5
discrimination,2.740740741,5.62,2.45,2.29,3,0,0,0,0,0,0,1,0,Noun,1,0,0,2.18,2,14,13,5,0.2,0.4,0.4,0.4
communism,2.740740741,5.1,2.94,1.86,2,0,0,0,0,0,0,1,0,Noun,1,0,0,2.1,2,9,10,4,0,0.5,0.25,0.25
pee,2.732142857,3.32,4.5,4.72,1,1,0,1,0,0,0,0,0,Verb,0,0,1,18.14,3,3,2,1,0,0,1,0
welfare,2.703703704,4.32,3.58,2.57,1,0,0,0,0,1,0,1,0,Noun,1,0,0,7.88,3,7,6,2,0,1,0,0.5
gun,2.666666667,7.74,3.66,4.83,1,0,0,0,0,0,1,0,0,Noun,1,0,0,213.2,16,3,3,1,0,1,1,0
conservative,2.666666667,2.65,4.55,1.96,1,0,0,0,0,0,1,1,0,Adjective,0,1,0,3.76,7,12,10,4,0,0.5,0.5,0.75
pig,2.615384615,3.68,4.83,5,1,0,0,0,0,0,1,0,0,Noun,1,0,0,39.14,9,3,3,1,0,1,2,0
cocaine,2.612244898,4.5,3.05,4.52,1,0,0,0,0,0,0,1,0,Noun,1,0,0,8.25,1,7,5,2,0,0.5,1,0
stereotype,2.592592593,4.26,3.33,2,2,0,0,0,0,0,0,0,0,Noun,1,0,0,0.71,2,10,9,4,0.25,0.5,0.75,0.25
panties,2.574074074,5.65,6.38,4.9,1,0,0,0,0,1,0,0,0,Noun,1,0,0,8.12,1,7,6,2,0,1,1,0.5
cancer,2.555555556,5.14,1.9,3.86,1,0,0,0,1,0,0,0,0,Noun,1,0,0,22.33,5,6,5,2,0,0.5,0.5,0.5
poverty,2.555555556,5.3,2,2.54,1,0,0,0,0,0,0,1,0,Noun,1,0,0,4.33,2,7,6,3,0,0,0.666666667,0.333333333
sinful,2.555555556,5.76,3.37,1.87,2,0,1,0,0,0,0,0,1,Adjective,0,1,0,1.71,6,6,6,2,0,1,0,1
dope,2.547169811,4.24,4.14,3,1,0,0,0,0,0,0,1,0,Noun,1,0,0,16.08,7,4,3,1,0,1,2,0
hippie,2.518518519,3.91,4.6,4.07,1,0,0,0,0,0,0,1,0,Noun,1,0,0,2.73,1,6,4,2,0,0,0.5,0.5
unemployed,2.518518519,5.26,2.67,2.57,3,0,0,0,0,0,0,1,0,Adjective,0,1,0,3.65,2,10,9,3,0.333333333,1,0.666666667,0
dyslexic,2.518518519,2.666666667,3.14893617,2.42,2,0,0,0,1,0,1,0,0,Adjective,0,1,0,0.33,2,8,9,3,0,1,1,0.666666667
abnormal,2.518518519,4.48,3.53,2.14,2,0,0,0,0,0,0,0,0,Adjective,0,1,0,2.9,3,8,8,3,0,1,0.333333333,0
assassin,2.5,5.82,2.11,4.43,1,0,0,0,0,0,1,0,0,Noun,1,0,0,5.92,2,8,6,3,0,0.333333333,0,0.666666667
alcoholic,2.5,5.48,2.49,3.37,2,0,0,0,1,0,1,0,0,Noun,1,0,0,6.2,3,9,9,4,0,0.5,0.5,0.25
butt,2.481481481,5.2,5.36,4.75,1,1,0,0,0,0,0,0,0,Noun,1,0,0,38.57,24,4,3,1,0,1,2,0
debt,2.481481481,5.93,1.95,2.72,1,0,0,0,0,0,0,1,0,Noun,1,0,0,14.22,6,4,3,1,0,1,2,0
odd,2.481481481,4.26,4.56,1.7,1,0,0,0,0,0,0,0,1,Adjective,0,1,0,24.04,6,3,2,1,0,1,1,0
greed,2.481481481,4.45,2.48,1.53,1,0,1,0,0,0,0,1,0,Noun,1,0,0,4.8,2,5,4,1,1,1,2,0
snob,2.459016393,4.68,2.53,2.7,1,0,0,0,0,0,0,1,0,Noun,1,0,0,2.18,1,4,4,1,1,1,1,1
evil,2.444444444,5.67,2.34,1.93,1,0,1,0,0,0,1,0,0,Adjective,0,1,0,73.16,6,4,4,2,0,0.5,0,0.5
deceive,2.444444444,5.9,2.95,1.68,1,0,0,0,0,0,0,0,0,Verb,0,0,1,3.41,2,7,5,2,0,0.5,0.5,1
assassination,2.431372549,6.2,1.83,3.8,2,0,0,1,0,0,0,0,0,Noun,1,0,0,5.51,2,13,10,5,0,0.2,0,0.6
cockroach,2.396551724,5.22,2.46,4.96,1,0,0,0,0,0,0,0,0,Noun,1,0,0,3.41,1,9,6,2,0,1,1,0.5
treason,2.396551724,5.8,3.05,2.03,1,0,0,0,0,0,1,0,0,Noun,1,0,0,5.08,3,7,6,2,0.5,0.5,0.5,0.5
assault,2.392857143,6.8,2.05,3.41,1,0,0,1,0,0,1,0,0,Noun,1,0,0,17.57,7,7,5,2,0,0.5,0.5,0.5
divorce,2.37037037,5.39,2.49,3.25,1,0,1,0,0,0,0,0,0,Noun,1,0,0,32.73,9,7,6,2,0,0.5,0.5,1
homicide,2.350877193,6.1,1.5,3.82,1,0,0,1,0,0,1,0,0,Noun,1,0,0,15.33,1,8,7,3,0,0.333333333,0.333333333,0.666666667
obesity,2.350877193,4.63,2.81,3.24,2,0,0,0,1,0,0,0,0,Noun,1,0,0,0.41,1,7,7,4,0,0,0.5,0.25
